Hospital ID,Hospital Name,Legal Name,Alternate Name,Hospital Type,Institution Name,Street Address,City,State,Zip Code,Phone Number,Latitude,Longitude,Locale Code (NCES),County Code (FIPS),State Code (FIPS),Region Code (AAM),Employer ID Number,Tax Period,Income,Revenue
2203801,NORTHEAST REHABILITATION HOSPITAL AT PEASE,NATIONAL MUSEUM OF HIP-HOP,HIP-HOP MUSEUM & HALL OF FAME,REHABILITATION,,244 FIFTH AVENUE STE 1255,PORTSMOUTH,NH,10001,,43.08550644,-70.79943124,1,61,36,2,,,,
123645801,KINDRED HOSPITAL LIMA,FRIENDS OF THE NATIONAL MUSEUM OF MALI INC,,LONG TERM CARE,,330 W 72ND ST,LIMA,OH,10023,,40.74106773,-84.11798812,1,61,36,2,462781076,201412,1000,1000
40433615,TAMPA COMMUNITY HOSPITAL,NATIONAL MUSEUM OF RACING INC,,GENERAL ACUTE CARE,,191 UNION AVE,TAMPA,FL,12866,5185840400,28.00238457,-82.57417475,2,91,36,2,141421321,201312,2425372,1695165
6934240,COMPLEX CARE HOSPITAL AT RIDGELAKE,NATIONAL PURPLE HEART HALL OF HONOR,,LONG TERM CARE,,P.O. BOX 207,SARASOTA,FL,12584,,27.30184858,-82.44633807,2,71,36,2,,,,
33734239,SARASOTA MEMORIAL HOSPITAL,NATL SEPT 11 MEMORIAL AND MUSEUM AT THE WORLD TRADE CENTER,,GENERAL ACUTE CARE,,180 GREENWICH STREET,SARASOTA,FL,10007,2122665211,27.31785078,-82.53108234,1,61,36,2,383678458,201312,87766953,82803579
6232771,CENTRAL FLORIDA REGIONAL HOSPITAL,NATIONAL SOARING MUSEUM INC,,GENERAL ACUTE CARE,,51 SOARING HILL DR,SANFORD,FL,14903,6077343128,28.81453617,-81.28363207,4,15,36,2,161004983,201312,452264,293564
37332750,ORLANDO HEALTH SOUTH SEMINOLE HOSPITAL,NATIONAL SOCCER HALL OF FAME AT ONEONTA NEW YORK,,GENERAL ACUTE CARE,,111 EIGHTH AVE,LONGWOOD,FL,10011,,28.69920658,-81.35291167,1,61,36,2,222413805,,,
15833908,HEALTHPARK MEDICAL CENTER,NATIONAL SUSAN B. ANTHONY MUSEUM & HOUSE(R),,GENERAL ACUTE CARE,,17 MADISON ST.,FORT MYERS,FL,14608,,26.50728,-81.91304827,1,55,36,2,,,,
22233901,LEE MEMORIAL HOSPITAL,NATIONAL TOY HALL OF FAME,,GENERAL ACUTE CARE,,ONE MANHATTAN SQUARE,FORT MYERS,FL,14607,,26.62839191,-81.8740243,1,55,36,2,160954168,201312,12678662,11017076
15132114,HALIFAX HEALTH MEDICAL CENTER,NATIONAL WOMENS HALL OF FAME,,GENERAL ACUTE CARE,,76 FALL ST,DAYTONA BEACH,FL,13148,3155688060,29.20238495,-81.05482789,3,99,36,2,237042891,201312,513655,499321
15332127,HALIFAX HEALTH MEDICAL CENTER- PORT ORANGE,NATIVE AMERICAN CENTER FOR THE LIVING ARTS,,GENERAL ACUTE CARE,,25 RAINBOW MALL,PORT ORANGE,FL,14303,7162842427,29.12621151,-81.00857384,1,63,36,2,237207537,,,
32734667,REGIONAL MEDICAL CENTER BAYONET POINT,NATURAL CHILDREN OF THE ADIRONDACKS,NATURAL CHILDREN OF THE ADIRONDACK,GENERAL ACUTE CARE,,45 MUSEUM DR,HUDSON,FL,12986,5183597800,28.36196049,-82.68825592,4,33,36,2,141811534,201312,5827543,5197573
16833837,HEART OF FLORIDA REGIONAL MEDICAL CENTER,NETWORK OF CULTURAL CENTERS OF COLOR,,GENERAL ACUTE CARE,,100 RICHMOND TER,DAVENPORT,FL,10301,2126273269,28.18143194,-81.64141275,1,85,36,2,,,,
21433805,LAKELAND REGIONAL MEDICAL CENTER,NEUBERGER MUSEUM OF ART,,GENERAL ACUTE CARE,SUNY AT PURCHASE COLLEGE,735 ANDERSON HILL RD,LAKELAND,FL,10577,9142516100,28.06038195,-81.95407633,4,119,36,2,147400026,,,
43433881,WINTER HAVEN HOSPITAL,NEUE GALERIE NEW YORK,,GENERAL ACUTE CARE,,1048 5TH AVE,WINTER HAVEN,FL,10028,2126286200,28.02848334,-81.72561169,1,61,36,2,134047433,201312,12586995,
6532901,CIRCLES OF CARE,THE NEUSTADT COLLECTION OF TIFFANY GLASS,,PSYCHIATRIC,,526 46TH AVE,MELBOURNE,FL,11101,7183618489,28.08992059,-80.61591569,1,81,36,2,237361022,201309,786329,
17432901,HOLMES REGIONAL MEDICAL CENTER,NEVERSINK VALLEY AREA MUSEUM,,GENERAL ACUTE CARE,,PO BOX 263,MELBOURNE,FL,12729,8457548870,28.08719802,-80.6144376,4,71,36,2,141562507,201312,52108,49641
30932796,PARRISH MEDICAL CENTER,NEW AMSTERDAM HISTORY CENTER,,GENERAL ACUTE CARE,,500 5TH AVENUE,TITUSVILLE,FL,10110,2122332235,28.63074177,-80.82420147,1,61,36,2,651259949,201412,0,0
4233065,BROWARD HEALTH CORAL SPRINGS,NEW ATRIUM GALLERY,,GENERAL ACUTE CARE,ROCKLAND COMMUNITY COLLEGE,145 COLLEGE RD,CORAL SPRINGS,FL,10901,,26.26875278,-80.25565622,2,87,36,2,133755303,,,
4833064,BROWARD HEALTH NORTH,NEW MUSEUM OF CONTEMPORARY ART,,GENERAL ACUTE CARE,,235 BOWERY,POMPANO BEACH,FL,10002,2122191222,26.27700374,-80.12096378,1,61,36,2,132986881,201406,15737072,12455609
6733326,CLEVELAND CLINIC HOSPITAL,NEW WINDSOR CANTONMENT,,GENERAL ACUTE CARE,,374 TEMPLE HILL RD,WESTON,FL,12584,8455611765,26.08192217,-80.36489475,2,,36,2,,,,
13833301,FORT LAUDERDALE HOSPITAL,NEW YORK ACADEMY OF HISTORY,,PSYCHIATRIC,,603 FAYERWEATHER HALL 1180 AMSTERDA,FORT LAUDERDALE,FL,10027,,26.11961846,-80.12677373,1,,36,2,300515820,201412,16406,16406
20533301,KINDRED HOSPITAL-SOUTH FLORIDA-FT LAUDERDALE,FRIENDS OF THE NEW YORK CITY FIRE DEPARTMENT COLLECTION INC,,LONG TERM CARE,,278 SPRING STREET,FORT LAUDERDALE,FL,10013,2126911303,26.11908665,-80.12755006,1,61,36,2,133095792,201306,493409,412649
25733028,MEMORIAL HOSPITAL WEST,NEW YORK CITY PEACE MUSEUM INC,,GENERAL ACUTE CARE,,155 BANK STREET SUITE 81,PEMBROKE PINES,FL,10014,,26.01301541,-80.31080036,1,61,36,2,461473032,,,
25933021,MEMORIAL REGIONAL HOSPITAL,NEW YORK CITY POLICE MUSEUM,,GENERAL ACUTE CARE,,111 E 59TH ST,HOLLYWOOD,FL,10005,2124803100,26.01894181,-80.18002199,1,61,36,2,134000578,201306,983185,859314
28833063,NORTHWEST MEDICAL CENTER,NEW YORK CITY VIETNAM VETERANS MEMORIAL PLAZA,,GENERAL ACUTE CARE,,55 WATER ST,MARGATE,FL,10041,2124719496,26.26297481,-80.20288603,1,61,36,2,,,,
36733025,SOUTH FLORIDA STATE HOSPITAL,NY FOOD MUSEUM,,PSYCHIATRIC,,PO BOX 222,PEMBROKE PINES,FL,10012,2129660191,26.00143435,-80.24980235,1,61,36,2,134108829,201301,0,0
38033311,ST ANTHONY'S REHABILITATION HOSPITAL,NEW YORK HALL OF SCIENCE,,REHABILITATION,,4701 111TH ST,LAUDERDALE LAKES,FL,11368,7186990005,26.16361829,-80.19348045,1,81,36,2,112104059,201306,26763491,24940387
3203062,NORTHEAST REHABILITATION HOSPITAL,NEW YORK MUSEUM OF SKIING AND SKI HALL OF FAME,,REHABILITATION,,PO BOX 2,NASHUA,NH,12853,,42.75666902,-71.46082865,4,113,36,2,473360915,,,
6634452,CITRUS MEMORIAL HOSPITAL,NEW YORK MUSEUM OF TRANSPORTATION AT RIVERTON,,GENERAL ACUTE CARE,,6393 E RIVER RD,INVERNESS,FL,14586,5855331113,28.83403439,-82.33579571,2,55,36,2,510181745,201312,50601,47609
22933040,LOWER KEYS MEDICAL CENTER,NEW YORK MUSEUM OF TRANSPORTATION AT RIVERTON,,GENERAL ACUTE CARE,,PO BOX 136,KEY WEST,FL,14586,5855331113,24.58082495,-81.74258028,2,55,36,2,510181745,201312,50601,47609
933180,AVENTURA HOSPITAL AND MEDICAL CENTER,NEW YORK PHILATELIC EXHIBITION INC,,GENERAL ACUTE CARE,,22 E 35TH ST,AVENTURA,FL,10016,,25.97020318,-80.14539622,1,61,36,2,204627541,201312,92485,92485
7633146,DOCTORS HOSPITAL,NEW YORK SPORTS MUSEUM AND HALL OF FAME,,GENERAL ACUTE CARE,,420 LEXINGTON AVE,CORAL GABLES,FL,10170,2122976223,25.7241031,-80.27423108,1,61,36,2,133531860,,,
17733033,HOMESTEAD HOSPITAL,NEW YORK STATE EAGLES MUSEUM,,GENERAL ACUTE CARE,,161 CECIL MALONE DR,HOMESTEAD,FL,14850,,25.47997449,-80.43008634,1,109,36,2,522405884,201412,0,0
18433136,JACKSON MEMORIAL HOSPITAL,NEW YORK STATE GRANGE MUSEUM,,GENERAL ACUTE CARE,,1207 SOUTH WAYNEPORT ROAD,MIAMI,FL,14502,6077567930,25.79234739,-80.21348775,3,23,36,2,161482151,201406,0,0
18633169,JACKSON NORTH,NEW YORK STATE HISTORICAL ASSOCIATION,,GENERAL ACUTE CARE,,PO BOX 800,NORTH MIAMI BEACH,FL,13326,6075471400,25.93041079,-80.20368564,4,77,36,2,150539110,201312,11324039,8107903
20433134,KINDRED HOSPITAL-SOUTH FLORIDA-CORAL GABLES,THE NEW YORK STATE LITERARY CENTER INC,,LONG TERM CARE,,155 S MAIN ST,CORAL GABLES,FL,14450,5852230784,25.76371679,-80.27894771,2,55,36,2,161164288,201406,18510,18510
14645801,ST RITA'S MEDICAL CENTER,THE FRIENDS OF THE NEW YORK STATE MILITARY MUSEUM,,GENERAL ACUTE CARE,,61 LAKE AVE,LIMA,OH,12866,5185815100,40.74093289,-84.11844567,2,91,36,2,141742563,201312,88615,81809
27333140,MOUNT SINAI MEDICAL CENTER,NEW YORK STATE MUSEUM,,GENERAL ACUTE CARE,,3099 CULTURAL EDUCATION CENTER,MIAMI BEACH,FL,12230,5184745877,25.81321909,-80.13968156,1,1,36,2,,,,
26633155,NICKLAUS CHILDREN'S HOSPITAL,NEW YORK STATE MUSEUM INSTITUTE CULTURAL EDUCATION CENTER,,CHILDREN,,RM 3025 CULTURAL ED CTR,MIAMI,FL,12230,,25.74145624,-80.29429675,1,1,36,2,222714165,201312,1104,1104
42733155,WESTCHESTER GENERAL HOSPITAL,NEW YORK STATE MUSEUM LAB,,GENERAL ACUTE CARE,,FISH HATCHERY RD,MIAMI,FL,12816,5186778245,25.74750936,-80.31745585,4,115,36,2,,,,
23834997,CLEVELAND CLINIC MARTIN SOUTH,NEW YORK STATE OLD TYME FIDDLERS ASSOCIATION INC,,GENERAL ACUTE CARE,,COMINS RD,STUART,FL,13437,3155997009,27.13365144,-80.22421662,4,75,36,2,222203581,201502,0,0
29034474,OCALA REGIONAL MEDICAL CENTER,FRIENDS OF THE NEW YORK TRANSIT MUSEUM,,GENERAL ACUTE CARE,,130 LIVINGSTON STREET,OCALA,FL,11201,7186944952,29.17539642,-82.13679178,1,47,36,2,113299408,201312,5421665,2156641
41734474,THE VINES HOSPITAL,METROPOLITAN COLLEGE OF NEW YORK,,PSYCHIATRIC,METROPOLITAN COLLEGE OF NEW YORK,431 CANAL STREET,OCALA,FL,10013,,29.15555426,-82.17052888,1,61,36,2,136192377,201312,33645551,33645551
11336201,STRINGFELLOW MEMORIAL HOSPITAL,NIAGARA AEROSPACE MUSEUM,,GENERAL ACUTE CARE,,2221 NIAGARA FALLS BLVD STE 7,ANNISTON,AL,14304,7162971324,33.6682359,-85.82371273,2,63,36,2,161419013,201312,127975,126505
3236251,CLAY COUNTY HOSPITAL,NIAGARA COUNTY COMMUNITY COLLEGE PLANETARIUM,,GENERAL ACUTE CARE,NIAGARA COUNTY COMMUNITY COLLEGE,E241,ASHLAND,AL,14132,,33.27756394,-85.82398278,4,,36,2,160867332,,,
7985635,SIERRA VISTA REGIONAL HEALTH CENTER,NIAGARA EXPERIENCE CENTER INC,,GENERAL ACUTE CARE,,222 FIRST ST 7TH FL,SIERRA VISTA,AZ,14303,,31.55284465,-110.2738998,1,63,36,2,331068159,201312,0,0
9635447,PICKENS COUNTY MEDICAL CENTER,NIAGARA SCIENCE MUSEUM,,GENERAL ACUTE CARE,,3625 HIGHLAND AVE,CARROLLTON,AL,14305,7162822975,33.27447567,-88.08863575,1,63,36,2,800673457,201312,100,100
1135601,DECATUR MORGAN WEST,NICHOLAS ROERICH MUSEUM,,GENERAL ACUTE CARE,,319 W 107TH ST,DECATUR,AL,10025,2128647752,34.58368232,-87.02541659,1,61,36,2,136161674,201312,10616384,
6397239,PORTLAND VA MEDICAL CENTER,NOBLE MARITIME COLLECTION,,MILITARY,,1000 RICHMOND TER,PORTLAND,OR,10301,7184476490,45.49718109,-122.6839782,1,85,36,2,133351673,201406,384485,363501
5445885,JOINT TOWNSHIP DISTRICT MEMORIAL HOSPITAL,NORMAN ROCKWELL MUSEUM AT STOCKBRIDGE INC,,GENERAL ACUTE CARE,,111 CEDAR STREET,SAINT MARYS,OH,14830,6079375386,40.54435085,-84.37071357,4,3,25,1,42450813,201406,4285272,4285272
1650536,PALO ALTO COUNTY HOSPITAL,NORTH AMERICAN INDIAN PROJECT CULTURAL CENTER,,GENERAL ACUTE CARE,,740 N SALINA ST,EMMETSBURG,IA,13208,3154756229,43.1201938,-94.69124129,1,67,36,2,,,,
5607005,SAINT CLARES HOSPITAL - BOONTON TOWNSHIP CAMPUS,NORTH COUNTRY CHILDREN'S MUSEUM,,PSYCHIATRIC,,41 ELM STREET SUITE 106,BOONTON TOWNSHIP,NJ,12676,3152614604,40.9098148,-74.42539298,3,89,36,2,,,,
123845504,MENTAL HEALTH SERVICES FOR CLARK AND MADISON COS,THE STRAND CENTER FOR THE ARTS,,PSYCHIATRIC,,30 BRINKERHOFF ST,SPRINGFIELD,OH,12901,5185631604,39.93113984,-83.81797155,3,19,36,2,141825779,201406,1090188,1078048
8545103,MERCY HOSPITAL CLERMONT,NORTHEAST CLASSIC CAR MUSEUM INC,,GENERAL ACUTE CARE,,24 REXFORD ST,BATAVIA,OH,13815,6073342886,39.0804999,-84.14452819,3,17,36,2,161546130,201312,847034,526530
236124,BAPTIST MEDICAL CENTER EAST,NORTH SHORE HISTORICAL MUSEUM,NORTH SHORE HISTORICAL MUSEUM,GENERAL ACUTE CARE,,PO BOX 217,MONTGOMERY,AL,11542,5168011191,32.3763995,-86.17493002,2,59,36,2,113463951,201212,191925,190208
91036116,CROSSBRIDGE BEHAVIORAL HEALTH A BAPTIST SOUTH FACILITY,NORTH TONAWANDA CHILDREN,,PSYCHIATRIC,,54 WEBSTER ST,MONTGOMERY,AL,14120,7162130554,32.32346327,-86.28134483,2,63,36,2,201054346,201312,70532,70532
125244460,SALEM REGIONAL MEDICAL CENTER,NORTHWIND UNDERSEA INSTITUTE INC.,,GENERAL ACUTE CARE,,610 CITY ISLAND AVE CITY ISLAND,SALEM,OH,10464,7188850701,40.90049195,-80.83243941,1,,36,2,132945067,,,
10608820,ANTHONY M YELENCSICS COMMUNITY,NOTEWORTHY INDIAN MUSEUM,,GENERAL ACUTE CARE,,2 PROSPECT ST,EDISON,NJ,12010,5188434761,40.55682547,-74.35064333,3,57,36,2,141819819,,,
11235121,ST. VINCENT'S BLOUNT,NURTUREART NON PROFIT INC,,CRITICAL ACCESS,,56 BOGART ST,ONEONTA,AL,11206,7187827755,33.92965073,-86.49411863,1,47,36,2,133964559,201308,166231,166231
5744122,SOUTH POINTE HOSPITAL,NURTUREART NON PROFIT INC,,GENERAL ACUTE CARE,,910 GRAND ST,WARRENSVILLE HEIGHTS,OH,11211,7187827755,41.44790385,-81.53773649,1,47,36,2,133964559,201308,166231,166231
7636067,PRATTVILLE BAPTIST HOSPITAL,NEW YORK INSTITUTE OF TECHNOLOGY,,GENERAL ACUTE CARE,NEW YORK INSTITUTE OF TECHNOLOGY,NORTHERN BLVD,PRATTVILLE,AL,11568,,32.46389172,-86.45225293,2,59,36,2,111788788,201308,290272435,267436003
9936701,VAUGHAN REGIONAL MEDICAL CENTER-PARKWAY CAMPUS,OAK ORCHARD LIGHTHOUSE MUSEUM,,GENERAL ACUTE CARE,,PO BOX 23,SELMA,AL,14477,5852307829,32.42946521,-87.05597305,4,73,36,2,841665747,201312,23453,17009
6236925,HILL HOSPITAL OF SUMTER COUNTY,OCEAN LINER MUSEUM,,GENERAL ACUTE CARE,,1158 5TH AVE,YORK,AL,10029,,32.49199422,-88.29552376,1,61,36,2,133111920,,,
6651040,BURGESS MEMORIAL HOSPITAL,FRIENDS OF OHEKA INC,,CRITICAL ACCESS,,135 W GATE DR,ONAWA,IA,11743,6313672570,42.02553074,-96.1063956,2,103,36,2,113426914,201312,58419,28427
93,SPRINGFIELD REGIONAL MEDICAL CTR-ER,OLD FORT HOUSE MUSEUM,,GENERAL ACUTE CARE,,22 BROADWAY,SPRINGFIELD,OH,12828,5187479700,39.92875006,-83.81676918,2,115,36,2,,,,
28044122,HIGHLAND SPRINGS HOSPITAL,OLD FORT NIAGARA ASSOCIATION INCORPORATED,OLD FORT NIAGARA,PSYCHIATRIC,,FT NIAGARA STATE PK,HIGHLAND HILLS,OH,14174,7167457611,41.45039094,-81.52228096,2,63,36,2,160768721,201312,1781817,1615329
4644119,EUCLID HOSPITAL,OLD MERCHANTS HOUSE OF NEW YORK INC,,GENERAL ACUTE CARE,,29 EAST 4 STREET,EUCLID,OH,10003,2127771089,41.59889405,-81.54877752,1,61,36,2,237186077,201312,423442,423442
5943526,COMMUNITY MEMORIAL HOSPITAL,OLD MERCHANTS HOUSE OF NEW YORK INC,MERCHANT'S HOUSE MUSEUM,CRITICAL ACCESS,,29 E 4TH ST,HICKSVILLE,OH,10003,2127771089,41.30178603,-84.7558964,1,61,36,2,237186077,201312,423442,423442
14743054,MT CARMEL NEW ALBANY SURGICAL HOSPITAL,OLD VILLAGE HALL MUSEUMS,,SPECIAL,,215 S WELLWOOD AVE,NEW ALBANY,OH,11757,6319574385,40.08643247,-82.79019974,2,103,36,2,,,,
12043081,MOUNT CARMEL ST ANN'S HOSPITAL,ONASSIS CULTURAL CENTER,,GENERAL ACUTE CARE,,645 5TH AVE,WESTERVILLE,OH,10022,2124864448,40.11480983,-82.94670491,1,61,36,2,,,,
20276104,MEDICAL CITY FORT WORTH,ONEONTA WORLD OF LEARNING,,GENERAL ACUTE CARE,,11 FORD AVE,FORT WORTH,TX,13820,6074318543,32.73566902,-97.34527531,3,77,36,2,263604210,201410,0,0
4051104,ST. LUKES'S REGIONAL MEDICAL CENTER,SAGE COLLEGES,,GENERAL ACUTE CARE,THE SAGE COLLEGES,65 1ST ST,SIOUX CITY,IA,12180,5182442000,42.51945017,-96.40594202,1,83,36,2,141338488,201406,95982429,72202752
9807733,BAYSHORE MEDICAL CENTER,ORANGE COUNTY FARMERS MUSEUM,,GENERAL ACUTE CARE,,PO BOX 35,HOLMDEL,NJ,12549,8454572959,40.40516141,-74.19168432,4,71,36,2,141771551,201412,0,0
136578130,CHRISTUS SANTA ROSA HOSPITAL - NEW BRAUNFELS,ORANGE COUNTY FIREFIGHTERS MUSEUM,,GENERAL ACUTE CARE,,PO BOX 688,NEW BRAUNFELS,TX,12549,8454579654,29.71535513,-98.12308758,3,71,36,2,141787433,201312,44260,24992
3088201,EASTERN NEW MEXICO MEDICAL CENTER,FRIENDS OF THE ORANGETOWN MUSEUM,,GENERAL ACUTE CARE,,213 BLUE HILL RD,ROSWELL,NM,10965,,33.42430326,-104.5285765,2,87,36,2,133860113,201412,0,0
190063552,MACON COUNTY SAMARITAN MEMORIAL HOS,ORCHARD PARK TOWN HISTORICAL MUSEUM,,GENERAL ACUTE CARE,,4287 SOUTH BUFFALO STREET,MACON,MO,14127,7166622185,39.74803013,-92.4685423,2,29,36,2,161527427,201312,0,0
4884078,ASHLEY VALLEY MEDICAL CENTER,ORISKANY VILLAGE MUSEUM,,GENERAL ACUTE CARE,,420 UTICA ST,VERNAL,UT,13424,3157367529,40.45779908,-109.5315848,2,65,36,2,,,,
9250314,BROADLAWNS MEDICAL CENTER,HOUGHTON COLLEGE,,GENERAL ACUTE CARE,HOUGHTON COLLEGE,1 WILLARD AVE,DES MOINES,IA,14744,,41.61661602,-93.6417745,4,3,36,2,160743045,201405,42192369,41620314
9350310,MERCY FRANKLIN CENTER,OSWEGO COUNTY VETERANS MUSEUM & HERITAGE CENTER,,PSYCHIATRIC,,PO BOX 397,DES MOINES,IA,13126,3156237523,41.61073277,-93.68345522,3,75,36,2,711002389,,,
3289431,LAKE'S CROSSING CENTER,PAINTED POST ERWIN MUSEUM,,PSYCHIATRIC,,309 STEUBEN ST,SPARKS,NV,14870,6079620249,39.52904382,-119.777135,3,,36,2,,,,
1089103,MONTEVISTA HOSPITAL,PALATINE HOUSE MUSEUM,,PSYCHIATRIC,,1743 SPRING ST,LAS VEGAS,NV,12157,5182957585,36.11175226,-115.2216381,4,,36,2,,,,
1889015,ST. ROSE DOMINICAN HOSPITALS - ROSE DE LIMA CAMPUS,PALEONTOLOGICAL RESEARCH INSTITUTION,,GENERAL ACUTE CARE,,1259 TRUMANSBURG RD,HENDERSON,NV,14850,6072736623,36.03866201,-114.9849073,2,109,36,2,150554849,201406,2244518,2211502
10152803,GENESIS MEDICAL CENTER-DAVENPORT,THE PALEY CENTER FOR MEDIA,,GENERAL ACUTE CARE,,25 W 52ND ST,DAVENPORT,IA,10019,2126216600,41.54216797,-90.5572574,1,61,36,2,132805582,201312,16567876,15872369
12050049,LUCAS COUNTY HEALTH CENTER,PARKER-O'MALLEY AIR MUSEUM,,GENERAL ACUTE CARE,,435 COUNTY HIGHWAY 20,CHARITON,IA,12075,5183927200,41.02767377,-93.30170615,4,,36,2,,,,
9347546,MEMORIAL HOSPITAL AND HEALTH CARE CENTER,PARRISH PSYCHIATRIC INC,,GENERAL ACUTE CARE,,279 MONTAUK HIGHWAY,JASPER,IN,11976,6312832118,38.39501217,-86.94122941,4,103,36,2,111782495,201312,6246687,5561438
9946706,NORTHEASTERN CENTER,FRIENDS OF PASOS MUSEUM AND CENTER FOR PEACE BUILDING,,PSYCHIATRIC,,PO BOX 20324,AUBURN,IN,11215,,41.37095605,-85.02995385,1,61,36,2,510574119,201412,0,0
8546580,KOSCIUSKO COMMUNITY HOSPITAL,ST JOHN FISHER COLLEGE,,GENERAL ACUTE CARE,SAINT JOHN FISHER COLLEGE,3690 EAST AVE,WARSAW,IN,14618,,41.24834382,-85.82884424,2,55,36,2,160746864,201405,136725850,128985073
346143,VALLE VISTA HEALTH SYSTEM,PATTERSON LIBRARY,,PSYCHIATRIC,,40 S PORTAGE ST,GREENWOOD,IN,14787,7163262154,39.61567787,-86.08641364,3,13,36,2,160743114,201212,,
113089128,MOUNTAINVIEW HOSPITAL,RUTGERS THE STATE UNIVERSITY OF NJ,,GENERAL ACUTE CARE,RUTGERS UNIVERSITY-NEWARK,249 UNIVERSITY AVENUE BLUMENTHAL HALL,LAS VEGAS,NV,7102,,36.21585229,-115.249107,2,23,34,2,226001086,201106,,
129744710,ACUTE CARE SPECIALTY HOSPITAL - AULTMAN,VILLA MARIA COLLEGE OF BUFFALO,,LONG TERM CARE,VILLA MARIA COLLEGE,240 PINE RIDGE ROAD,CANTON,OH,14225,,40.79624823,-81.40402959,1,29,36,2,160871487,201406,8550627,8550627
5846250,COMMUNITY HEART AND VASCULAR HOSPITAL,PEALE'S BARBER FARM MASTODON EXHUMATION SITE,,GENERAL ACUTE CARE,,,INDIANAPOLIS,IN,12549,,39.90182884,-86.04468184,,,36,2,,,,
557551,BENNETT COUNTY HEALTH CENTER,PEDALING HISTORY BICYCLE MUSEUM,,CRITICAL ACCESS,,3943 N BUFFALO ST,MARTIN,SD,14127,7166623853,43.16975367,-101.7307254,2,29,36,2,,,,
6657369,PLATTE HEALTH CENTER,PEEKSKILL MUSEUM,,CRITICAL ACCESS,,PO BOX 84,PLATTE,SD,10566,9147360473,43.38464768,-98.83615644,2,119,36,2,132885457,201312,13701,13701
8847250,MADISON STATE HOSPITAL,PEMBER LIBRARY & MUSEUM,,PSYCHIATRIC,,33 W MAIN ST,MADISON,IN,12832,5186421515,38.74606151,-85.40199292,3,115,36,2,146000797,201405,209112,209112
2706856,NORWALK HOSPITAL,PENFIELD HOMESTEAD MUSEUM,,GENERAL ACUTE CARE,,703 CREEK RD,NORWALK,CT,12928,5185973804,41.11159665,-73.42262363,4,31,36,2,146048702,201404,106419,105949
406069,SHARON HOSPITAL,THE PEOPLES MUSEUM,,GENERAL ACUTE CARE,,22-27 CRESCENT STREET,SHARON,CT,11105,7182047941,41.88054263,-73.48173833,1,81,36,2,113589575,201312,0,0
2157362,AVERA HAND COUNTY MEMORIAL HOSPITAL AND CLINIC,PERFORMA INC,,CRITICAL ACCESS,,100 W 23RD ST FL 5,MILLER,SD,10011,2123665700,44.52005412,-98.99228219,1,61,36,2,201286572,201306,1155754,956110
189512,BHC WEST HILLS HOSPITAL,PERRELLA GALLERY,,PSYCHIATRIC,FULTON-MONTGOMERY COMMUNITY COLLEGE,2805 STATE HWY 67,RENO,NV,12095,,39.53787139,-119.7974029,4,35,36,2,166002650,,,
7415666,EXCELA HEALTH FRICK HOSPITAL,CANISIUS COLLEGE,,GENERAL ACUTE CARE,CANISIUS COLLEGE,2001 MAIN ST,MOUNT PLEASANT,PA,14208,,40.14516,-79.549296,1,29,36,2,160743942,201405,207642520,156586858
3389434,NORTHERN NEVADA MEDICAL CENTER,PACE UNIVERSITY,,GENERAL ACUTE CARE,PACE UNIVERSITY-NEW YORK,1 PACE PLAZA B LEVEL,SPARKS,NV,10038,2123461894,39.5410675,-119.6973965,1,61,36,2,135562314,201406,603749050,492988304
9356085,SLEEPY EYE MEDICAL CENTER,FRIENDS OF THE PHARAOH MUSEUM,,CRITICAL ACCESS,,PO BOX 2249,SLEEPY EYE,MN,11963,,44.29951091,-94.72860443,2,103,36,2,113239490,,,
23615221,LIFECARE BEHAVIORAL HEALTH HOSPITAL,PHELPS MANSION MUSEUM,,LONG TERM CARE,,191 COURT ST,PITTSBURGH,PA,13901,6077224873,40.446735,-79.891752,1,7,36,2,208438618,201405,551052,241282
4116214,CLARION HOSPITAL,PHILLIPS FREE LIBRARY,,GENERAL ACUTE CARE,,37 S MAIN ST,CLARION,PA,13077,6077494616,41.191989,-79.397664,3,23,36,2,150532226,201312,311364,228174
23717901,SCHUYLKILL MEDICAL CENTER EAST NORWEGIAN STREET,PHOENIX GALLERY INC,,GENERAL ACUTE CARE,,210 11TH AVE RM 902,POTTSVILLE,PA,10001,2122268711,40.690876,-76.18824,1,61,36,2,132509176,201412,68412,68412
7819139,KIRKBRIDE CENTER,COLGATE UNIVERSITY TREASURERS OFFICE,,PSYCHIATRIC,COLGATE UNIVERSITY,13 OAK DRIVE HAMILTON NY,PHILADELPHIA,PA,13346,3152287634,39.96100855,-75.21781989,3,53,36,2,150532078,201306,458675149,241631055
8119111,JEANES HOSPITAL,PICKERING-BEACH MUSEUM,,GENERAL ACUTE CARE,,501 W MAIN ST,PHILADELPHIA,PA,13685,3156461529,40.07069916,-75.08783268,4,,36,2,,,,
9619143,MERCY PHILADELPHIA HOSPITAL,PIERCE ARROW MUSEUM,,GENERAL ACUTE CARE,,263 MICHIGAN AVE,PHILADELPHIA,PA,14203,7168530084,39.95169918,-75.22955434,1,29,36,2,,,,
4915801,PENN HIGHLANDS DUBOIS,PIERMONT STRAUS FOUNDATION,,GENERAL ACUTE CARE,,530B PIERMONT AVE,DUBOIS,PA,10968,8454593124,41.1150182,-78.77522539,2,87,36,2,455169722,201412,0,0
